Account Number,Account Description,Store,StoreID,Cost Centre,Cost Centre Name,FacilityID,Cluster,ClusterID,Department,DepartmentID,Store Facility,Store Facility ID,Reason Code,Reason Description
4-76300-H03-211-0626-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,SFTH PSSU-L    ,SFTH PSSU- Linen               
4-76400-H03-211-0626-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,SFTH PSSU-H    ,SFTH PSSU- Hardware            
4-81000-H04-304-0526-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Stores/Warehousing,106,Area Hospital Point Fortin,2,,
4-81000-H04-307-0601-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Fssu General (Consolidated),35,Area Hospital Point Fortin,2,PFH FSSU GEN-E ,PFH FSSU GEN-Engineering       
4-75100-H01-106-2127-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Psychiatric Opc,94,San Fernando General Hospital,1,SFGH PSYC OPC-M,SFGH Psych OPC- Medical        
4-76400-H01-106-2127-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Psychiatric Opc,94,San Fernando General Hospital,1,SFGH PSYC OPC-H,Mental Health-Hardware Supply  
4-81000-H04-401-0627-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,General Admin,37,Area Hospital Point Fortin,2,PFH GEN ADM-E  ,PFH GEN ADM-Engineering        
4-75100-H04-106-1128-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,,
4-76100-H04-106-1128-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,PFH PSYC WD-F  ,PFH Psyc Wd-Food Sup           
4-76300-H04-106-1128-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,PFH PSYC WD-L  ,PFH Psyc Wd-Linen Supplies     
4-76400-H04-106-1128-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,PFH PSYC WD-H  ,PFH Psyc Wd-Hardware Supplies  
4-87900-D02-101-2001-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Accident & Emergency,1,Princes Town District Health Facility,3,,
4-75100-A01-401-0645-00-000,Medical Supplies,Medical Stores,5,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality,96,San Fernando General Hospital,1,RAC QUALITY-M  ,RAC Quality -Medical           
4-76400-A01-401-0645-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality,96,San Fernando General Hospital,1,RAC QUALITY-H  ,RAC Quality- Hardware          
4-87900-D02-104-2076-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Dental Clinic,21,Princes Town District Health Facility,3,,
4-76400-H01-401-0645-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Quality,96,San Fernando General Hospital,1,SFGH QUALITY-H ,General Admin-Hardware Supply  
4-87900-D02-203-0251-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Dietetics & Kitchen,25,Princes Town District Health Facility,3,,
4-76400-H03-401-0645-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Quality,96,San Fernando General Hospital,1,SFTH QUALITY-H ,SFTH Quality- Hardware         
4-76400-A01-401-0660-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality And Risk ,97,San Fernando General Hospital,1,RAC QUAL&RISK-H,RAC Quality& Risk-Hardware     
4-87900-D02-301-0451-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Engineering,29,Princes Town District Health Facility,3,PTDHF ENGINEE-S,Engineering-Office Supplies    
4-75100-H02-208-0376-00-000,Medical Supplies,Medical Stores,5,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,AHPF RADIOLO-M ,AHPF Radiology - Medical       
4-76300-H02-208-0376-00-000,Linen Supplies,Linen Stores,4,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,AHPF RADIOLO-L ,AHPF Radiology - Linen         
4-76400-H02-208-0376-00-000,Hardware Supplies,Hardware Stores,3,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,AHPF RADIOLO-H ,AHPF Radiology - Hardware      
4-87900-D02-307-0601-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Fssu General (Consolidated),35,Princes Town District Health Facility,3,PTDHF FSSU- S  ,PTDHF FSSU - Stationery        
4-75100-H05-208-0376-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Radiology,98,San Fernando General Hospital,1,CCOTT RADIO-M  ,CCOTTRadiology- Medical        
4-76300-H05-208-0376-00-000,Linen Supplies,Linen Stores,4,H05,Augustus Long Hospital,2,Victoria North,4,Radiology,98,San Fernando General Hospital,1,CCOTT RADIO-L  ,CCOTT Radiology-Linen          
4-76400-H05-208-0376-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Radiology,98,San Fernando General Hospital,1,CCOTT RADIO-H  ,CCOTT Radiology-Hardware       
4-87900-D02-401-0627-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,General Admin,37,Princes Town District Health Facility,3,"PTDHF,STAT STOR",PTDHF Stationery Stores        
4-75100-D01-208-0376-00-000,Medical Supplies,Medical Stores,5,D01,Couva District Health Facility,9,Caroni South,1,Radiology,98,San Fernando General Hospital,1,CDHF RADIOLO-M ,CDHF Radiol- Medical           
4-76300-D01-208-0376-00-000,Linen Supplies,Linen Stores,4,D01,Couva District Health Facility,9,Caroni South,1,Radiology,98,San Fernando General Hospital,1,CDHF RADIOLO-L ,CDHF Radiol- Linen             
4-76400-D01-208-0376-00-000,Hardware Supplies,Hardware Stores,3,D01,Couva District Health Facility,9,Caroni South,1,Radiology,98,San Fernando General Hospital,1,CDHF RADIOLO-H ,CDHF Radiol- Hardware          
4-87900-D02-105-2107-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,General Medicine,39,Princes Town District Health Facility,3,PTDHF PSSU-S   ,PTDHF PSSU-Stationery          
4-75100-H04-208-0376-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,,
4-76300-H04-208-0376-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,PFH RADIOLOG-L ,PFH Radiolog-Linen Supplies    
4-76400-H04-208-0376-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,,
4-87900-D02-101-2004-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,PTDHF PHC-S    ,PTDHF PHC-Stationery           
4-75100-D02-208-0376-00-000,Medical Supplies,Medical Stores,5,D02,Princes Town District Health Facility,35,Victoria South,5,Radiology,98,Princes Town District Health Facility,3,PTDHF RADIOLO-M,PTDHF Radiology- Medical       
4-76300-D02-208-0376-00-000,Linen Supplies,Linen Stores,4,D02,Princes Town District Health Facility,35,Victoria South,5,Radiology,98,Princes Town District Health Facility,3,PTDHF RADIOLO-L,Radiology-Linen Supplies       
4-76400-D02-208-0376-00-000,Hardware Supplies,Hardware Stores,3,D02,Princes Town District Health Facility,35,Victoria South,5,Radiology,98,Princes Town District Health Facility,3,PTDHF RADIOLO-H,Radiology-Hardware Supplies    
4-87900-D02-205-0301-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Medical Records,66,Princes Town District Health Facility,3,PTDHF MED REC-S,Medical Records-Office Supply  
4-76400-A01-401-0646-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Radiology,98,San Fernando General Hospital,1,RAC RADIOLOGY-H,RAC Radiology-Hardware         
4-87900-D02-102-2026-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Paediatric Clinic,80,Princes Town District Health Facility,3,,
4-75100-H01-208-0376-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFGH RADIOLO-M ,SFGH Radiology-Medical         
4-76300-H01-208-0376-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFGH RADIOLO-L ,SFGH Radiology- Linen          
4-76400-H01-208-0376-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFGH RADIOLO-H ,SFGH Radiology- Hardware       
4-87900-D02-206-0326-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Pharmacy,86,Princes Town District Health Facility,3,PTDHF PHARM-S  ,PTDHF Pharm- Stationery        
4-75100-H03-208-0376-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFTH RADIOLO-M ,SFTH Radiology- Medical        
4-76300-H03-208-0376-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFTH RADIOLO-L ,SFTH Raiology- Linen           
4-76400-H03-208-0376-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFTH RADIOLO-H ,Radiology-Hardware Supplies    
4-87900-D02-207-0351-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Physiotherapy,90,Princes Town District Health Facility,3,,
4-75100-D03-208-0376-00-000,Medical Supplies,Medical Stores,5,D03,Siparia District Health Facility,41,St. Patrick East,3,Radiology,98,Area Hospital Point Fortin,2,SDHF RADIOLOG-M,SDHF Radiology-Medical         
4-76300-D03-208-0376-00-000,Linen Supplies,Linen Stores,4,D03,Siparia District Health Facility,41,St. Patrick East,3,Radiology,98,Area Hospital Point Fortin,2,SDHF RADIOLOG-L,Radiology-Linen Supplies       
4-76400-D03-208-0376-00-000,Hardware Supplies,Hardware Stores,3,D03,Siparia District Health Facility,41,St. Patrick East,3,Radiology,98,Area Hospital Point Fortin,2,SDHF RADIOLOG-H,Radiology-Hardware Supply      
4-87900-D02-208-0376-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Radiology,98,Princes Town District Health Facility,3,,
4-75100-H01-105-2111-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Renal,99,San Fernando General Hospital,1,SFGH RENAL-M   ,SFGH RENAL- Medical            
4-76400-H01-105-2111-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Renal,99,San Fernando General Hospital,1,SFGH RENAL-H   ,Medicine-Hardware Supplies     
4-87900-D02-304-0526-00-000,Office Supplies,Stationary Stores,6,D02,Princes Town District Health Facility,35,Victoria South,5,Stores/Warehousing,106,Princes Town District Health Facility,3,,
4-75100-H05-401-0647-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Security,100,San Fernando General Hospital,1,CCOTT SECUR-M  ,CCOTT Security -Medical        
4-76400-H05-401-0647-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Security,100,San Fernando General Hospital,1,CCOTT SECUR-H  ,CCOTT Security- Hardware       
4-81000-D02-101-2001-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Accident & Emergency,1,Princes Town District Health Facility,3,,
4-75100-A01-401-0647-00-000,Medical Supplies,Medical Stores,5,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Security,100,San Fernando General Hospital,1,RAC SECURITY-M ,RAC Security-Medical           
4-76400-A01-401-0647-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Security,100,San Fernando General Hospital,1,RAC SECURITY-H ,RAC Security- Hardware         
4-81000-D02-101-2004-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,PTDHF PHC-E    ,PTDHF PHC-Engineering          
4-76400-H01-401-0647-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Security,100,San Fernando General Hospital,1,SFGH SECURITY-H,General Admin-Hardware Supply  
4-75100-H03-401-0647-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Security,100,San Fernando General Hospital,1,SFTH SECURITY-M,SFTH Security- Medical         
4-76400-H03-401-0647-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Security,100,San Fernando General Hospital,1,SFTH SECURITY-H,SFTH Security- Hardware        
4-81000-D02-104-2076-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Dental Clinic,21,Princes Town District Health Facility,3,,
4-75100-H01-401-0650-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Sewing Room,101,San Fernando General Hospital,1,SFGH COM LIAS-M,SFGH COM LIAS-Medical Expense  
4-76300-H01-401-0650-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Sewing Room,101,San Fernando General Hospital,1,SFGH SEWIN RM-L,General Admin-Linen Supplies   
4-76400-H01-401-0650-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Sewing Room,101,San Fernando General Hospital,1,SFGH SEWIN RM-H,General Admin-Hardware Supply  
4-81000-D02-203-0251-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Dietetics & Kitchen,25,Princes Town District Health Facility,3,,
4-75100-H03-105-2115-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Sleep Lab,102,San Fernando General Hospital,1,SFTH SLEEPLAB-M,SFTH Sleep Lab- Medical        
4-76300-H03-105-2115-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Sleep Lab,102,San Fernando General Hospital,1,SFTH SLEEPLAB-L,SFTH Sleep Lab - Linen         
4-76400-H03-105-2115-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Sleep Lab,102,San Fernando General Hospital,1,SFTH SLEEPLAB-H,SFTH Sleep Lab - Hardware      
4-81000-D02-205-0301-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Medical Records,66,Princes Town District Health Facility,3,PTDHF MED REC-E,Medical Records-PP&EM Expense  
4-75100-H05-209-0401-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Social Services,103,San Fernando General Hospital,1,CCOTT MED SO-M ,CCOTT Med Social Serv-Medical  
4-76400-H05-209-0401-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Social Services,103,San Fernando General Hospital,1,CCOTT MED SO-H ,CCOTT Med Soc Serv- Hardware   
4-81000-D02-206-0326-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Pharmacy,86,Princes Town District Health Facility,3,PTDHF PHARM-E  ,PTDHF Pharm -Engineering       
4-76100-H04-209-0401-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Social Services,103,Area Hospital Point Fortin,2,PFH SOC SERV-F ,PFH Soc Serv-Food Supplies     
4-75100-H01-209-0401-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Social Services,103,San Fernando General Hospital,1,SFGH SOC SRV-M ,SFGH Social Serv.-Medical      
4-76400-H01-209-0401-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Social Services,103,San Fernando General Hospital,1,SFGH SOC SRV-H ,SFGH Social Serv. -Hardware    
4-81000-D02-207-0351-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Physiotherapy,90,Princes Town District Health Facility,3,,
4-81000-D02-208-0376-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Radiology,98,Princes Town District Health Facility,3,,
4-75100-H01-105-2112-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Speech Therapy,104,San Fernando General Hospital,1,SFGH SPEECH-M  ,SFGH Speech Therapy- Medical   
4-76300-H01-105-2112-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Speech Therapy,104,San Fernando General Hospital,1,SFGH SPEECH-L  ,SFGH Speech Therapy- Linen     
4-76400-H01-105-2112-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Speech Therapy,104,San Fernando General Hospital,1,SFGH SPEECH-H  ,SFGH Speech Therapy-Hardware   
4-81000-D02-301-0451-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D02,Princes Town District Health Facility,35,Victoria South,5,Engineering,29,Princes Town District Health Facility,3,PTDHF ENGINER-E,Engineering-PP&EM Expense      
4-75100-H01-101-2005-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Staff Clinic,105,San Fernando General Hospital,1,SFGH STAFF CL-M,SFGH Staff Clinic-Medical      
4-76100-H01-101-2005-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Staff Clinic,105,San Fernando General Hospital,1,SFGH STAFF CL-F,SFGH Staff Clinic- Food        
